day,time,type,title,abstract,author,affiliation,slides,youtube
1,Oct 9 <br /> 2:00 PM,workshop,Predictive modeling with text using tidy data principles,"Have you ever encountered text data and suspected there was useful insight latent within it but felt frustrated about how to find that insight? Are you familiar with dplyr and ggplot2, and ready to learn how unstructured text data can be used for prediction within the tidyverse and tidymodels ecosystems? Do you need a flexible framework for handling text data that allows you to engage in tasks from exploratory data analysis to supervised predictive modeling? This tutorial is geared toward an R user with intermediate familiarity with R, RStudio, the basics of regression and classification modeling, and tidyverse packages such as dplyr and ggplot2. This person is comfortable with the main functions from dplyr and ggplot2 and is now ready to learn how to analyze and model text using tidy data principles. This R user has some experience with statistical modeling (such as using lm() and glm()) for prediction and classification and wants to learn how to build models with text.",Emil Hvitfeldt,University Southern California,https://textmodels4pharma.netlify.app/,
2,10:00 AM,opening-remarks,"Opening Remarks ",,Harvey Lieberman,R/Pharma / Novartis,,
2,10:10 AM,keynote,Keynote \n ### Challenges in an Evolving Regulatory Landscape: How Statisticians Can Contribute,"With recent technological advances and availability of new data sources, we are experiencing exciting changes to the human medical product regulatory landscape.  While these new areas have created challenges, they also present opportunities.  This presentation will review the various FDA initiatives in Real World Data/Real World Evidence, Complex Innovative Designs, digital health technology, and COVID-19 and highlight the areas for which statisticians play a key strategic role in efficiently addressing current and future medical product development and evaluation challenges. Statisticians need to be effective leaders and communicators in interdisciplinary teams.",Matilde Kam,FDA,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Kam-Challenges_in_an Evolving_Regulatory_Landscape.pdf,https://youtu.be/pX0G6NOz6_M
2,10:50 AM,coffee,Break,,,,,
2,11:00 AM,talk,Stack'Em High! Ensembles Using tidymodels," ",Max Kuhn // Simon Couch,RStudio // Reed College,https://github.com/rinpharma/2020_presentations/tree/main/talks_folder/2020-Kuhn-tidymodels,https://youtu.be/IwnhUyS0n_g
2,11:20 AM,talk,The R Validation Hub: Implementing a Risk-Based Approach to R," ",Andy Nicholls,Glaxosmithkline,https://pharmar.github.io/rpharma2020_pres/,https://youtu.be/CFhXu0amNAw
2,11:40 AM,talk,Interactive medical oversight reporting in R,"Medical oversight during a clinical trial is an extensive and time-consuming process. To safeguard patient safety, medical monitors need to review and explore raw safety data interactively, using standard visualizations as well as specific analyses tailored to the disease and the clinical study.
  
The creation of semi-automated reports in R could facilitate this operation. The reports include interactive visualizations (with the plotly package) and interactive descriptive statistics tables and listings (with the DT package) for safety review of the patients.
  
Template reports (based on Rmarkdown) incorporating standard analyses are integrated within an R package. The reports are set up via YAML configuration files to allow non-R users to customize the report for his/her specific study. Such report is created from datasets in CDISC standard SDTM or ADaM format, and delivered in the form of linked self-contained html pages.
  
The creation of the report documentation (in the R package) and the validation of the input parameters in the config files is automated and provided with the JSON schema format.
  
The medical oversight tool is integrated with functionalities to generate patient profiles, CSR-ready in-text tables, and enables comparison of results between multiple interim data batches delivered in the course of the clinical trial.
  
The tool will be demonstrated on a publicly available dataset.",Laure Cougnaud // Michela Pasetto // Arne de Roeck,OpenAnalytics // OpenAnalytics // Galapagos,https://medical-monitoring.openanalytics.io/slides/#1,https://youtu.be/Aeu1_xCUVPQ
2,11:50 AM,talk,Implementing Mixed Models with Repeated Measures (MMRM) in R and Shiny for Regulatory Purposes,"MMRMs are often used as the primary analysis of continuous endpoints in longitudinal clinical trials (see e.g. Mallinckrod et al, 2008). Essentially, an MMRM is a specific linear mixed effects model that includes (at least) an interaction of treatment arm and categorical visit variables as fixed effects. The covariance structure of the residuals can have different forms, and often an unstructured (i.e. saturated parametrization) covariance matrix is preferred. This structure can be represented by random effects in the mixed model.  All of this has typically been implemented in proprietary software, such as SAS, as its PROC MIXED routine is generally seen as a gold standard for mixed models. However, this does not allow the use of interactive web applications to explore the clinical study data in a flexible way. Furthermore, fitting such proprietary software into workflows such as automatic document generation is not convenient. Therefore, we wanted to implement MMRM in R. Several challenges had to be solved, such as finding the right R-packages for this purpose. We finally settled on {lme4} in combination with {lmerTest}, which could match results in SAS up to numerical precision. Convergence of estimates can be an issue and multiple optimization algorithms are therefore tried in parallel to enhance robustness. Extracting the covariance matrix estimate from {lme4} results was solved as well as finding model fit statistics that match SAS results. We use our own {rtables} to produce tables and {ggplot2} for plots. We developed a Shiny module in our internal framework for exploratory web applications. Further validation in the next months will allow us to use the R implementation for regulatory purposes, with greater flexibility and efficiency than before.",Daniel Sabanés Bové,Hoffmann-La Roche Ltd,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Sabanes_Bove-Implementing_MMRM_in_R.pdf,https://youtu.be/moEksA8gHoY
2,12:00 PM,coffee,Break,,,,,
2,12:20 PM,talk,R Package Validation Framework,"In this talk I will discuss the steps that have been created for validating internally generated R packages at SCHARP (Statistical Center for HIV/AIDS Research and Prevention). Housed within Fred Hutch, SCHARP is an instrumental partner in the research and clinical trials surrounding HIV prevention and vaccine development. Part of SCHARP's work involves analyzing experimental biomarkers and endpoints which change as the experimental question, analysis methods, antigens measured, and assays evolve. Maintaining a validated code base that is rigid in its output format, but flexible enough to cater a variety of inputs with minimal custom coding has proven to be important for reproducibility and scalability. SCHARP has developed several key steps in the creation, validation, and documentation of R packages that take advantage of R's packaging functionality. First, the programming team works with leadership to define specifications and lay out a roadmap of the package at the functional level. Next, statistical programmers work together to develop the package, taking advantage of the rich R ecosystem of packages for development such as roxygen2, devtools, usethis, and testthat. Once the code has been developed, the package is validated to ensure it passes all specifications using a combination of testthat and rmarkdown. Finally, the package is made available for use across the team on live data. These procedures set up a framework for validating assay processing packages that furthers the ability of Fred Hutch to provide world-class support for our clinical trials.",Ellis Hughes,Fred Hutch Cancer Research Center,https://thebioengineer.github.io/validation_rpharma/,https://youtu.be/zEH-6Ik-5h8
2,12:40 PM,talk,{metashiny}: build Shiny apps with a Shiny app,"metashiny is an R package that provides a point-and-click interface to quickly design, prototype, and deploy essential Shiny applications without having to write one single line of R code. The core idea behind metashiny is to parametrize Shiny modules, which are reusable units of Shiny logic with their own namespace. Instead of modifying a module to fit various analytical needs, metashiny strives to build a module template that encompasses a wide range of popular Shiny logic, then uses a ""meta""-Shiny interface to collect user requirements and customize the Shiny modules using these inputs as parameters. The customized Shiny modules are embedded in the ""meta""-Shiny for preview, may be downloaded in a self-contained, functioning Shiny directory and may be deployed to a Shiny Server with minimal configuration. metashiny may be very useful in the initial design phase of Shiny products. Finally, an important feature for non-R users is it eliminates the need of learning Shiny code and the R environment, thus enables analytical colleagues from all backgrounds to explore the fantastic power of Shiny.",Bo Wang,Novartis,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Wang-metashiny.pptx,https://youtu.be/jvm6cITehT0
2,12:50 PM,talk,"Out of Chaos, Comes Order: Adventures in Standardized and Reproducible Research"," ",Leigh Alexander,SomaLogic,,
2,1:10 PM,coffee,Break,,,,,
2,1:20 PM,talk,Numerical validation as a critical aspect in bringing R to the Clinical Research,"Validation of the R statistical package has become a hot topic since 2015, when the FDA issued the Statistical Software Clarifying Statement, stating officially that no specific software is required for submissions, and that any tool can be used if only it is reliable and documented appropriately. It instantly brought the attention of the pharmaceutical industry. Individual attempts to fulfil validation requirement and bring R to the controlled environments were made by a number of companies independently. In addition, combined efforts of the biggest pharmaceutical companies resulted in launching the R Validation Hub project. While most of the initiatives seem to focus on documentation and package quality assessment, relying on the results of unit tests delivered ""as is"" by the authors of R packages, we at 2KMM CRO set different priorities, driven by the importance of exhaustive numerical validation done in the first place. Without that, there is a risk that all the efforts on documentation and quality assurance will pertain to routines which results differ from those obtained with other trusted software in a way that cannot be adequately justified. While we do not undermine the importance of documentation and early unit testing, we believe that numerical validation, going far beyond running those tests, is mandatory to achieve satisfying level of reliability. We would like to share our findings in this area, including: the choice of reference input data and results used during the validation, sources of discrepancies between R and other software, interpretation and acceptance of the results.",Adrian Olszewski,2KMM,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Olszewski-Numerical_Validation_Clinical_Research.pdf,https://youtu.be/qLuPjEOoHl4
2,1:30 PM,talk,geoMapr: A Shiny Application for Enriched Analysis of Drug Utilization Data,"The crisis of opioid abuse and overdose in the United States has involved unprecedented levels of opioid prescriptions and opioid-related mortality. Greater understanding of current trends in prescription opioid utilization may help prevent new cases of abuse, addiction, and overdose.
The U.S. Food and Drug Administration (FDA, the Agency) is expanding its capacity for proactive pharmacovigilance of drug abuse, in addition to other drug safety signals. In post-market safety surveillance, pharmacy dispensing data provide valuable insights to the Agency for oversight of drug utilization. The drug dispensing data include the number of product dispensings aggregated over a time frame (e.g., months) by geographical locations (e.g., states, core-based statistical areas). One promising approach to enhance pharmacovigilance using these data would be through data enrichment: geographically referenced public data sources covering detailed information on demographic, socioeconomic, and healthcare service can be overlaid to proprietary, nationally projected data for prescription drug dispensing.
Our project, funded by the Center for Drug Evaluation and Research (CDER) Safety Research Interest Group (SRIG) program, seeks to develop a data analysis pipeline and software for generating real-world evidence (RWE) that will monitor changes in prescription opioid use and guide proactive pharmacovigilance of drug abuse. The software will provide tools to augment proprietary, nationally projected data for prescription drug dispensing with other geographically referenced, publicly available, demographic, socioeconomic, or healthcare service data. The software will generate RWE including user-interactive data visualization, spatio-temporal modeling, and machine learning for identifying factors potentially associated with drug utilization, misuse, and abuse.",Jaejoon Song,US Food and Drug Administration,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Song-geoMapr.pptx,https://youtu.be/avV1OWFbN5o
2,1:50 PM,talk,Becoming Multilingual,"As stated in my 2018 R/Pharma presentation ""Becoming Bilingual in SAS and R"" I believe in problem-solving using different data science tools. This talk is about my team's efforts at using different data science tools (SAS R and Python) to harmonize data from 10+ clinical studies to build a robust and automated data mart that will eventually integrate biomarker data from clinical studies and real world data(RWD). (1) SAS data dictionary and ODS are first used because of two reasons: Firstly ADaM datasets are in sas7bdat format. Secondly Data dictionary and ODS are powerful tools that R or Python have not well-established package. (2) R is used for its visualization power and Shiny and Rstudio's Reticulate tools for integration of Python into R projects. (3) Python is used for its fuzzywuzzy package and potentially NLTK package. In this project we are particularly pleased and impressed by Rstudio's work on seamlessly integrating Python tools into R projects. This project showcases the use case of combining the three programming languages in Clinical Data Integration space. It also provides a POC(proof of concept) for integrating Kite internal data with external data and RWD data. It is also future looking in the sense that it prepares us to deal with future wearable device data that innovative technology and precision medicine will bring into Oncology treatment scene.",Bella Feng,"KitePharma, A Gilead Company",https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Feng-Becoming_Multilingual.pptx,https://youtu.be/k7X29akVOK8
2,2:00 PM,closing-remarks,Closing Remarks,,Devin Pastoor,Metrum Research Group,,
3,10:00 AM,opening-remarks,Opening Remarks,,Timothy Tsai,Harvard University,,
3,10:10 AM,keynote,Keynote \n ### Data visualization for real-world machine learning,"Visual representations of data inform how machine learning practitioners think, understand, and decide. Before charts are ever used for outward communication about a ML system, they are used by the system designers and operators themselves as a tool to make better modeling choices. Practitioners use visualization, from very familiar statistical graphics to creative and less standard plots, at the points of most important human decisions when other ways to validate those decisions can be difficult. Visualization approaches are used to understand both the data that serves as input for machine learning and the models that practitioners create. In this talk, learn about the process of building a ML model in the real world, how and when practitioners use visualization to make more effective choices, and considerations for ML visualization tooling.",Julia Silge,Rstudio,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Silge-Data_Visualization_Real_World_ML.pdf,https://youtu.be/Poeic8TjCx8
3,10:50 AM,coffee,Break,,,,,
3,11:00 AM,talk,Using R to Create an End to End Process for Predicting Delays in Recruitment from Covid-19,"Supporting data-driven decisions in the planning of clinical trials during the current pandemic involves extensive integration of heterogenous data sources, sophisticated predictive modelling, and custom visualization to communicate the predictions to decision makers. We used R to rapidly deliver end-to-end planning tools for GSK in this difficult time. 
We built a pipeline to integrate, clean and, crucially - test, a variety of internal and external datasets. This data then fed into a patient recruitment model and, finally, into a SQL-powered shiny app for interactive visualizations. The creation of the planning tool required bringing together statisticians, data scientists and clinical operations in an intense collaboration, powered by R.",Christina Fillmore,GSK,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Fillmore-Recruitment_Covid19.pptx,https://youtu.be/ixlMuxu31tg
3,11:20 AM,talk,With great graphs comes great power,"Effective visual communication is a core competency for pharmacometricians, statisticians, and, more generally, any quantitative scientist. It is essential in every step of a quantitative workflow, from scoping to execution and communicating results and conclusions. With this competency, we can better understand data and influence decisions toward appropriate actions. Without it, we can fool ourselves and others and pave the way to wrong conclusions and actions. The goal of this talk is to convey this competency through three laws of effective visual communication for the quantitative scientist: have a clear purpose, show the data clearly, and make the message obvious.",Baldur Magnusson,Novartis,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Magnusson-Graphs_and_Power.pdf,https://youtu.be/TNMC-Ota29g
3,11:40 AM,talk,visR - a package for effective visualization in Pharma,"The visR project for effective graphics in drug development visR is an open collaborative effort to develop solutions for effective visual communication with a focus on reporting medical and clinical data. The aim of the collaboration is to develop a user-friendly, fit for purpose, open source package to simplify the use of good graphical principles for effective visual communication of typical analyses of interventional and observational data encountered in clinical drug development.",Charlotta Fruchtenicht,F. Hoffmann-La Roche,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Fruchtenicht-visR.pdf,https://youtu.be/JxvPBp2OhgA
3,11:50 AM,talk,safetyGraphics v2.0 - Open Source Collaboration in Pharma using R and Shiny," ",Jeremy Wildfire,Gilead,https://github.com/SafetyGraphics/SafetyGraphics.github.io/blob/master/presentations/SafetyGraphics_RPharma2020.pdf,https://youtu.be/2Ykw1jwSw5M
3,12:00 PM,coffee,Break,,,,,
3,12:20 PM,talk,Styling Shiny & R Markdown with bootstraplib & thematic," ",Carson Sievert,RStudio,https://talks.cpsievert.me/20201014/,https://youtu.be/7pJhTgJubWM
3,12:40 PM,talk,Clinical Reporting Using R at GSK,"The pharmaceutical industry has witnessed a growing interest in open source languages such as R and Python as an alternative to SAS for many activities related to clinical research. Hop on board for a whistle-stop tour of our efforts within GSK Biostatistics to integrate R programming into the clinical reporting pipeline. Hear how our journey started, where we are now, and what challenges and opportunities lie ahead.",Michael Rimler,Glaxosmithkline,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Rimler-Clinical_Reporting_GSK.pptx,https://youtu.be/Z4JXMERYunc
3,12:50 PM,talk,"Leveraging Nested Data Frames for Analytical Studies (note title change, our legal dept requested this change)","The development of laboratory developed tests (LDTs) and in vitro diagnostics (IVDs) requires the execution of studies to determine the analytical performance of the assay. Examples of analytical studies include limit of detection, intermediate precision, and stability studies. These studies often require similar analyses to be repeated multiple times on replicates or different sample types. The results of these analyses need to be stored in data structures that are easily accessible to the lead analyst as well as additional team members responsible for validating the work. Nested data frames are a powerful and flexible data structures that are well suited for these requirements. This talk will show how storing all of the steps of an analysis pipeline in a nested data frame allows analysts to utilize the well-established functionality of the tidyverse family of packages for efficient analysis and summarization of the data. It will also discuss how nested data frames are well suited for reproducibility and traceability, which are vital to documenting analytical performance. Reproducibility is often achieved by writing R notebooks in an environment that maintains package version consistency (e.g. docker, RStudio Server). Using nested data frames as the underlying data structure within these frameworks provides a transparent and modular method for storing the results of an existing analysis and providing easily accessible data for downstream analysis.",Mike Mehan,Illumina Inc,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Mehan-Nested_Data_Frames.pptx,https://youtu.be/LkFzPkvlmRo
3,1:00 PM,talk,PREP - Packages fRom tEmPlates - An R Package to Streamline Development of Shiny Apps and R Packages,"In the recent years, R Shiny apps have gained considerable momentum and have been utilized to develop many useful dashboards and user interfaces (UI) that allow non-programmers access to innovative tools.   Due to the ease of development of Shiny apps and lack of complex examples, R developers often create a new shiny app in a single app.r file that contains both the ui and server code/  As a project grows, and capabilities expand in the app, a common practice is to separate the code into two files, one for the server object and one for the ui object.   While these approaches may suffice for simple applications, they can lead a developer or team of developers down a path to an application with many lines of code (e.g. 15,000+) in a single file that can be extremely difficult to debug, test, maintain or expand.  This approach can also lead to a file with a mixture of UI/server related code in the same files as complex computational code.  

In this talk, I will present the {PREP} (Packages fRom tEmPlates) package that was created to help teams streamline development of R Shiny apps and R packages using an approach that follows software development best practices.   The PREP package adds new project types to R Studio to help streamline new project creation and development.   There are three PREP project type options:  1) a Shiny app as a package, 2) a Shiny app or 3) R package that is setup with the unit testing framework included utilizing {testthat} and is intended to contain all the complex computational functionality.   Both Shiny app options are organized using modules with a consistent default theme, ability to switch between color theme options and example code for commonly implemented tasks.  By developing the complex computations in the R packages and the Shiny app as separate projects, teams can utilize each person's skill set better and simplify the testing thus making a more robust final product.  By developing the Shiny app with modules, teams can avoid extremely long single files and allow for sharing customized controls within different pages, make it much easier of using source control technology like GitHub.    In addition, the PREP package includes functions to add new tabs and modules to the Shiny app and create new functions with testing setup in the computational package to avoid multiple steps of creating files for new functions and testing.   PREP is designed to be used by new package/Shiny developers and is highly customizable for expert users without adding a dependency to your final product. 
",J. Kyle Wathen,Gilead,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Wathen-PREP.pptx,https://youtu.be/_Hfq8ymQWIY
3,1:10 PM,coffee,Break,,,,,
3,1:20 PM,talk,openNCA Pharmacokinetic data repository and Non-compartmental Analysis System,"Non-compartmental pharmacokinetic analysis (NCA) is used in the characteristization of drugs absorption, distribution and elimination in the body. Software that implements NCA is available from commercial and non-commercial, open-source, sources.
 
openNCA is a Pfizer, Inc in-house developed desktop application with enterprise capabilities designed to provide a PK bioanalysis result repository as well as an NCA computation routines. The system is built with modern technologies including Javascript/Typescript, Angular, Electron, Elasticsearch, Modeshape, Splunk, docker and a substantial R code base that implements system functions, configuration, analysis, reporting and user defined functionality.
 
openNCA capabilities include:
 
 -Repository/Library/Metadata stores
 -Data Loading/Merging/Validation
 -Integration with Clinical Trial operational data
 -Integration with Patient Information Management System
 -Data Access controls
 -Data Transformation
 -NCA Analysis
 -RMarkdown and LaTeX Reporting
 -Shiny Apps
 -Quality Control
 -Workflow, Data, Transformation and Analysis Lineage
 -Navigation and Search
 -Reporting Event management
 -Publishing/Data Sharing
 
Design considerations for openNCA include reproducibility, security/integrity, extensibility, discoverability and traceability. Extensibility is a cornerstone characteristic that is enabled through extensive utilization of the application of R scripts and Shiny apps to configure the system functions. The openNCA computation engine R package (https://github.com/tensfeldt/openNCA) for NCA analyses enables some unique capabilities and forms one module of the system and is open-sourced under the MIT license.
 
openNCA, both the R driven application and NCA computation R package, provides an example of an industrial application of R and is represents the in-kind contribution from Pfizer Inc to the intial prototype project of the Pharmaceutical Open Source Software Consortium (POSSC: https://www.possc.org/) to promote industrial support for open-source software development and innovation for the Clinical Pharmacology and Pharmacometrics discipline.",Thomas Tensfeldt,Pfizer Research and Development,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Tensfeldt-OpenNCA.pptx,https://youtu.be/Dw6HrBUdcmU
3,1:40 PM,talk,tidyCDISC an Open Source Platform in R to Analyze Clinical Trial Data,"The current paradigm for analyzing clinical trial data is cumbersome: it is an inefficient, slow, and expensive process. Several rounds of iterations between the main programmer and the validation programmer are usually needed to thoroughly explore the data. Furthermore, clinicians and statisticians often would like to explore the data themselves but lack a robust and flexible platform to carry out this data exploration. For instance, they may need to inspect an endpoint for patients with certain genetic markers, to analyze biomarker data, or to create table summaries. To meet these needs, we created tidyCDISC, an open source Shiny application that can be used to generate custom tables, statistics, and figures. The application has three modules: a drag and drop table generator, a graphical population explorer, and a patient history explorer. We've taken a modularized approach to our package to ensure the application can be easily expanded upon to include further analyses and figures. By sharing our application as an open source solution, we hope to help other scientists with similar problems as well as promote collaboration in the pharmaceutical industry.",Maya Gans // Marly Gotti,Cytel // Biogen,https://rmed-tidycdisc.netlify.app/#1,https://youtu.be/XzcMsNr_c0E
3,1:50 PM,talk,Tplyr: An Intuitive Framework for Building Clinical Safety Summaries,"In the pharmaceutical industry, a great deal of the data presented in the outputs we create are very similar. For the most part, most of these tables can be broken down into a few categories: Counting for event based variables or categories, shifting to describe changes in state, and descriptive statistics to summarize continuous variables. For many of the tables that go into a clinical submission, at least when considering safety outputs, the tables are made up of a combination of these approaches. Consider a demographics table. When you look at the table, you can begin breaking the output down into smaller, redundant, components. These components can be viewed as 'layers', and the table as a whole is constructed by stacking those layers. Tplyr uses this concept to provide an intuitive framework to building clinical safety summaries.",Mike Stackhouse,"Atorus Research, LLC",https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Stackhouse-Tplyr.pptx,https://youtu.be/bWmfrew7bPk
3,2:00 PM,talk,yspec: an R Package to Create and Deploy Data Set Specification Objects in a Modeling and Simulation Workflow," ",Kyle Baron,Metrum Research Group,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Baron-yspec.pdf,https://youtu.be/Q7_wFMmwxMs
3,2:10 PM,closing-remarks,Closing Remarks,,Paul Schuette,FDA,,
